"","structure.c.8L..2L..8L..12L..4L..2L..6L..11L..8L..6L..2L..12L..","structure.c.6L..1L..8L..6L..1L..8L..6L..2L..6L..6L..1L..8L..8L..","structure.c.6L..6L..6L..2L..6L..6L..2L..8L..6L..6L..12L..6L..","structure.c.12L..6L..2L..8L..12L..8L..8L..12L..1L..1L..11L..8L..","structure.c.8L..8L..2L..8L..1L..6L..6L..6L..6L..1L..12L..11L..","structure.c.1L..11L..12L..12L..8L..12L..8L..8L..6L..1L..1L..8L..","structure.c.6L..8L..6L..12L..11L..6L..6L..8L..8L..2L..2L..6L..","structure.c.8L..8L..8L..6L..2L..8L..2L..6L..6L..2L..8L..4L..1L..","structure.c.8L..8L..6L..2L..1L..2L..8L..8L..1L..1L..6L..6L..6L..","structure.c.6L..6L..6L..2L..6L..8L..11L..2L..8L..6L..1L..6L..","structure.c.1L..6L..1L..6L..12L..8L..11L..8L..6L..2L..4L..6L..","structure.c.6L..6L..8L..8L..12L..11L..2L..6L..1L..11L..1L..2L..","structure.c.11L..1L..12L..2L..2L..1L..2L..6L..1L..4L..11L..6L..","structure.c.6L..8L..6L..8L..6L..8L..11L..6L..12L..2L..1L..6L..","structure.c.5L..6L..6L..2L..6L..6L..2L..2L..4L..8L..6L..2L..6L..","structure.c.6L..11L..2L..4L..1L..6L..6L..12L..12L..2L..6L..6L..","structure.c.6L..1L..6L..8L..2L..6L..8L..2L..8L..8L..2L..4L..2L..","structure.c.2L..6L..8L..6L..12L..1L..2L..2L..2L..8L..12L..4L..","structure.c.6L..6L..6L..8L..8L..6L..6L..12L..8L..6L..11L..2L..","structure.c.2L..12L..4L..1L..12L..6L..6L..11L..12L..6L..8L..12L..","structure.c.2L..11L..8L..1L..8L..4L..12L..6L..6L..2L..6L..2L..","structure.c.8L..2L..2L..6L..2L..1L..12L..8L..6L..8L..2L..12L..","structure.c.4L..12L..2L..6L..12L..6L..2L..6L..6L..2L..8L..6L..","structure.c.4L..8L..6L..6L..6L..6L..8L..6L..2L..8L..6L..6L..4L..","structure.c.2L..8L..9L..11L..12L..2L..8L..6L..6L..12L..1L..8L..","structure.c.6L..8L..6L..12L..11L..6L..11L..6L..11L..6L..11L..","structure.c.1L..11L..4L..12L..8L..2L..1L..4L..2L..4L..6L..6L..","structure.c.2L..12L..2L..6L..8L..11L..1L..6L..8L..8L..6L..2L..","structure.c.6L..6L..8L..12L..2L..8L..6L..6L..2L..6L..8L..6L..","structure.c.6L..6L..2L..8L..6L..12L..8L..1L..6L..2L..8L..6L..","structure.c.8L..6L..8L..2L..6L..12L..8L..6L..6L..6L..6L..2L..","structure.c.8L..6L..8L..6L..12L..8L..8L..2L..6L..8L..12L..1L..","structure.c.1L..1L..12L..8L..8L..1L..8L..8L..6L..12L..6L..8L..","structure.c.6L..12L..2L..6L..6L..12L..12L..8L..2L..11L..6L..4L..","structure.c.2L..1L..6L..8L..8L..11L..8L..11L..8L..6L..6L..12L..","structure.c.1L..8L..2L..1L..8L..8L..12L..6L..1L..6L..2L..4L..","structure.c.6L..6L..2L..1L..6L..6L..12L..12L..11L..12L..6L..8L..","structure.c.6L..6L..1L..11L..8L..11L..2L..11L..11L..4L..2L..6L..","structure.c.4L..6L..12L..2L..6L..1L..12L..6L..8L..6L..8L..11L..","structure.c.8L..8L..8L..6L..12L..6L..8L..8L..6L..6L..2L..11L..","structure.c.8L..8L..1L..8L..2L..8L..6L..2L..2L..12L..1L..1L..","structure.c.6L..2L..2L..4L..6L..2L..1L..4L..6L..6L..1L..4L..2L..","structure.c.8L..6L..12L..6L..8L..2L..6L..1L..2L..8L..2L..12L..","structure.c.8L..6L..12L..12L..2L..12L..6L..1L..6L..12L..6L..6L..","structure.c.11L..8L..12L..8L..2L..8L..6L..2L..8L..8L..12L..12L..","structure.c.8L..6L..11L..8L..2L..8L..2L..2L..6L..1L..12L..12L..","structure.c.6L..6L..2L..1L..6L..11L..8L..8L..2L..2L..8L..6L..","structure.c.6L..6L..11L..6L..11L..12L..6L..6L..8L..2L..6L..2L..","structure.c.1L..8L..11L..6L..11L..8L..6L..12L..6L..6L..12L..2L..","structure.c.8L..1L..8L..8L..8L..8L..6L..6L..8L..2L..6L..12L..","structure.c.2L..12L..12L..6L..12L..2L..8L..8L..2L..1L..2L..6L..","structure.c.8L..8L..6L..6L..6L..6L..2L..12L..6L..6L..8L..8L..","structure.c.6L..12L..8L..8L..6L..8L..6L..6L..6L..6L..2L..2L..","structure.c.8L..2L..6L..6L..6L..2L..4L..2L..6L..6L..2L..2L..11L..","structure.c.8L..1L..8L..12L..12L..2L..2L..6L..6L..6L..6L..4L..","structure.c.8L..4L..6L..8L..2L..12L..12L..4L..1L..8L..6L..6L..","structure.c.12L..8L..1L..1L..6L..2L..8L..12L..11L..12L..8L..12L..","structure.c.8L..2L..8L..11L..12L..6L..6L..2L..6L..11L..8L..10L..","structure.c.6L..2L..8L..4L..6L..12L..2L..8L..8L..6L..1L..11L..","structure.c.2L..8L..11L..11L..8L..8L..2L..12L..8L..1L..11L..4L..","structure.c.8L..8L..2L..2L..6L..12L..11L..11L..8L..8L..6L..6L..","structure.c.8L..8L..12L..6L..6L..6L..2L..6L..1L..11L..6L..12L..","structure.c.11L..6L..11L..2L..6L..8L..2L..1L..2L..2L..2L..4L..","structure.c.1L..11L..1L..2L..11L..12L..8L..6L..4L..6L..6L..8L..","structure.c.6L..8L..2L..12L..8L..12L..8L..6L..6L..5L..1L..8L..","structure.c.8L..2L..1L..12L..6L..2L..6L..1L..8L..8L..6L..8L..","structure.c.6L..6L..1L..2L..2L..8L..2L..6L..6L..8L..6L..6L..6L..","structure.c.8L..1L..6L..1L..8L..4L..5L..2L..8L..8L..6L..11L..","structure.c.1L..12L..1L..12L..6L..8L..6L..1L..8L..6L..8L..8L..","structure.c.1L..2L..6L..2L..2L..8L..8L..6L..8L..6L..6L..8L..4L..","structure.c.1L..4L..6L..8L..6L..2L..2L..6L..2L..1L..6L..2L..6L..","structure.c.8L..5L..12L..8L..12L..6L..12L..8L..8L..11L..6L..6L..","structure.c.6L..6L..6L..6L..8L..8L..2L..8L..1L..8L..8L..8L..2L..","structure.c.6L..2L..6L..6L..6L..6L..8L..1L..8L..12L..6L..2L..","structure.c.8L..6L..6L..2L..11L..8L..12L..2L..8L..2L..6L..6L..","structure.c.8L..1L..6L..2L..12L..8L..1L..1L..6L..8L..12L..2L..","structure.c.6L..12L..8L..12L..2L..8L..2L..2L..1L..8L..8L..1L..","structure.c.12L..6L..6L..5L..6L..8L..6L..2L..6L..1L..6L..8L..","structure.c.2L..2L..2L..6L..11L..12L..1L..8L..8L..6L..8L..11L..","structure.c.1L..8L..8L..1L..6L..1L..2L..6L..2L..8L..6L..6L..1L..","structure.c.2L..6L..11L..8L..6L..6L..11L..11L..2L..8L..2L..8L..","structure.c.8L..2L..8L..6L..8L..6L..2L..8L..4L..8L..8L..1L..6L..","structure.c.8L..6L..8L..2L..8L..2L..8L..8L..6L..8L..6L..2L..12L..","structure.c.1L..8L..8L..2L..6L..2L..4L..1L..6L..2L..6L..8L..8L..","structure.c.6L..2L..6L..8L..8L..1L..6L..2L..8L..12L..1L..2L..","structure.c.2L..11L..2L..13L..2L..4L..6L..8L..8L..8L..2L..1L..","structure.c.11L..8L..8L..8L..1L..6L..8L..12L..6L..11L..4L..6L..","structure.c.12L..8L..2L..8L..2L..2L..8L..6L..12L..2L..6L..8L..","structure.c.8L..6L..2L..12L..6L..8L..8L..6L..1L..8L..11L..2L..","structure.c.6L..2L..6L..11L..8L..6L..8L..8L..2L..6L..8L..8L..","structure.c.4L..8L..4L..6L..4L..11L..2L..6L..8L..8L..8L..6L..","structure.c.4L..2L..1L..6L..8L..6L..2L..2L..2L..8L..2L..5L..8L..","structure.c.1L..8L..6L..8L..4L..2L..8L..8L..6L..12L..11L..12L..","structure.c.8L..8L..8L..8L..1L..6L..6L..12L..6L..8L..11L..6L..","structure.c.2L..8L..8L..8L..2L..6L..8L..8L..6L..11L..2L..2L..","structure.c.8L..6L..11L..8L..8L..6L..12L..12L..2L..6L..8L..11L..","structure.c.1L..11L..1L..6L..6L..12L..8L..1L..6L..6L..6L..12L..","structure.c.8L..6L..2L..8L..6L..2L..8L..2L..6L..8L..6L..2L..11L..","structure.c.11L..6L..6L..6L..8L..12L..1L..8L..12L..11L..6L..4L..","structure.c.8L..6L..8L..12L..8L..2L..12L..6L..12L..8L..12L..1L.."
"Odyssey_375","Odyssey","Iliad","Iliad","Soph","Odyssey","Aesch","Iliad","Odyssey","Odyssey","Iliad","Aesch","Iliad","polybius","Iliad","Hesiod","Iliad","Iliad","athen","Iliad","athen","athen","Odyssey","Hdt","Hdt","athen","Iliad","Aesch","athen","Iliad","Iliad","Odyssey","Odyssey","Aesch","Iliad","athen","Aesch","Iliad","Iliad","Hdt","Odyssey","Odyssey","Iliad","Odyssey","Odyssey","polybius","Odyssey","Iliad","Iliad","Aesch","Odyssey","athen","Odyssey","Iliad","Odyssey","Odyssey","Odyssey","Soph","Odyssey","Iliad","athen","Odyssey","Odyssey","polybius","Aesch","Iliad","Odyssey","Iliad","Odyssey","Aesch","Aesch","Aesch","Odyssey","Iliad","Iliad","Odyssey","Odyssey","Iliad","Soph","athen","Aesch","athen","Odyssey","Odyssey","Aesch","Iliad","athen","polybius","Soph","Odyssey","Iliad","Hdt","Hdt","Aesch","Odyssey","athen","Odyssey","Aesch","Odyssey","polybius","Odyssey"
"Hdt1_39","athen","Aesch","Iliad","Iliad","Odyssey","polybius","Odyssey","Odyssey","Odyssey","Iliad","Iliad","Iliad","Aesch","Odyssey","Iliad","polybius","Aesch","Iliad","Iliad","Soph","polybius","athen","Soph","Odyssey","Odyssey","Odyssey","polybius","Soph","Iliad","Iliad","Iliad","Iliad","Aesch","Soph","Aesch","Odyssey","Iliad","Iliad","Iliad","Odyssey","Odyssey","athen","Iliad","Iliad","Odyssey","Iliad","Iliad","Iliad","Odyssey","Aesch","Soph","Odyssey","Soph","athen","Aesch","Hdt","Odyssey","athen","athen","Odyssey","Odyssey","Odyssey","Iliad","polybius","Odyssey","athen","Iliad","Aesch","Soph","athen","Hdt","Hesiod","Iliad","athen","Iliad","Aesch","Soph","Iliad","athen","Odyssey","Iliad","athen","Iliad","Odyssey","athen","polybius","Odyssey","Odyssey","Iliad","athen","Odyssey","athen","Odyssey","Odyssey","Odyssey","Iliad","polybius","Iliad","Iliad","Iliad"
"Odyssey_7","Odyssey","Odyssey","Iliad","athen","athen","Soph","Iliad","Odyssey","Iliad","Iliad","Aesch","Odyssey","Soph","Iliad","Iliad","athen","Iliad","Odyssey","Iliad","Hdt","Odyssey","athen","athen","Iliad","Plato","Iliad","Hdt","athen","Odyssey","athen","Odyssey","Odyssey","Soph","athen","Iliad","athen","athen","Aesch","Soph","Odyssey","Aesch","athen","Soph","Soph","Soph","polybius","athen","polybius","polybius","Odyssey","Soph","Iliad","Odyssey","Iliad","Odyssey","Iliad","Aesch","Odyssey","Odyssey","polybius","athen","Soph","polybius","Aesch","athen","Aesch","Aesch","Iliad","Aesch","Iliad","Iliad","Soph","Iliad","Iliad","Iliad","Iliad","Odyssey","Iliad","athen","Odyssey","polybius","Odyssey","Odyssey","Odyssey","Iliad","athen","Odyssey","athen","athen","Iliad","Hdt","Aesch","Iliad","Odyssey","Odyssey","polybius","Aesch","athen","Iliad","Odyssey"
"Plato.Euth_19","Soph","Iliad","athen","Odyssey","Odyssey","Soph","Soph","Iliad","athen","athen","Iliad","Odyssey","athen","Odyssey","athen","Hdt","Odyssey","Iliad","Odyssey","Aesch","Aesch","Iliad","Iliad","Iliad","polybius","Soph","Soph","Iliad","Soph","Odyssey","athen","Iliad","Odyssey","Iliad","Odyssey","Aesch","Aesch","polybius","athen","Iliad","Odyssey","Hdt","Iliad","Soph","Odyssey","Odyssey","Aesch","Iliad","Iliad","Odyssey","Iliad","Iliad","Odyssey","Iliad","Soph","Odyssey","Aesch","polybius","Hdt","polybius","athen","Iliad","athen","athen","Soph","Soph","athen","Aesch","Soph","athen","Odyssey","Odyssey","Iliad","Iliad","athen","athen","Soph","Hesiod","Iliad","Aesch","Odyssey","Iliad","athen","athen","Odyssey","Thuc","Odyssey","Odyssey","Soph","polybius","Iliad","Iliad","Odyssey","Odyssey","Odyssey","Odyssey","Iliad","Odyssey","Iliad","Soph"
"Hdt1_1","Hdt","Aesch","Iliad","Soph","Aesch","Odyssey","polybius","athen","Aesch","Iliad","Soph","Soph","athen","Iliad","Iliad","Aesch","athen","Soph","Odyssey","Soph","Odyssey","athen","Soph","Iliad","Soph","polybius","Odyssey","Odyssey","athen","Iliad","Iliad","Soph","Odyssey","Iliad","Odyssey","Odyssey","Iliad","Odyssey","Iliad","Soph","athen","Iliad","Odyssey","athen","athen","athen","Iliad","polybius","polybius","Odyssey","Soph","Iliad","Iliad","Iliad","Soph","athen","Iliad","Soph","Iliad","Odyssey","Iliad","Iliad","Iliad","polybius","Odyssey","Iliad","athen","Odyssey","Iliad","athen","Iliad","Soph","Odyssey","Iliad","polybius","Soph","athen","Iliad","polybius","Iliad","Iliad","Odyssey","Odyssey","Iliad","Odyssey","athen","Aesch","athen","Iliad","Odyssey","Hdt","Odyssey","Hdt","Aesch","athen","Odyssey","Iliad","Iliad","Odyssey","Odyssey"
"Hdt1_64","athen","Odyssey","Iliad","Odyssey","Iliad","Soph","Iliad","Odyssey","athen","Odyssey","Odyssey","polybius","Aesch","Odyssey","Iliad","Iliad","Iliad","Aesch","Iliad","Iliad","Hdt","Aesch","Iliad","Iliad","athen","Iliad","athen","polybius","Odyssey","Soph","Soph","Odyssey","Aesch","Soph","polybius","Odyssey","Iliad","polybius","Aesch","Iliad","Odyssey","athen","athen","Soph","Odyssey","Odyssey","polybius","Soph","Odyssey","Odyssey","athen","Iliad","Odyssey","athen","athen","Soph","athen","Iliad","Soph","Odyssey","Soph","Iliad","Odyssey","Soph","Soph","athen","Odyssey","Hdt","Odyssey","Odyssey","athen","Iliad","Odyssey","Iliad","Odyssey","Odyssey","Odyssey","Odyssey","Soph","Aesch","Iliad","Iliad","athen","athen","Aesch","Hdt","Iliad","athen","Odyssey","Iliad","polybius","Iliad","athen","Iliad","Iliad","Iliad","Soph","athen","Soph","athen"
"Iliad_451","Iliad","Iliad","athen","Odyssey","Iliad","Odyssey","Iliad","athen","Odyssey","polybius","polybius","athen","athen","polybius","athen","Iliad","Odyssey","athen","Iliad","Iliad","Soph","Soph","athen","Odyssey","Odyssey","polybius","Aesch","Aesch","Iliad","Odyssey","Odyssey","Odyssey","Odyssey","Soph","Odyssey","Soph","Soph","athen","Soph","Odyssey","Iliad","Aesch","Iliad","Iliad","Iliad","athen","Odyssey","Iliad","Iliad","Iliad","Odyssey","athen","Iliad","Hdt","athen","Soph","Odyssey","Iliad","athen","athen","polybius","athen","athen","Odyssey","Odyssey","Iliad","athen","Hesiod","Iliad","Odyssey","athen","Soph","athen","Odyssey","Soph","Aesch","athen","Iliad","Aesch","athen","polybius","athen","Odyssey","Hdt","Iliad","Iliad","Odyssey","Odyssey","Odyssey","Odyssey","athen","athen","Odyssey","Iliad","Odyssey","Soph","Odyssey","Odyssey","Aesch","Soph"
"Hdt1_85","polybius","athen","Odyssey","Soph","Iliad","Odyssey","Odyssey","Iliad","Odyssey","athen","Odyssey","Iliad","Iliad","Iliad","athen","Soph","athen","athen","Soph","polybius","Iliad","Odyssey","Iliad","Iliad","Iliad","Iliad","Hdt","Iliad","Iliad","Aesch","Iliad","athen","Odyssey","Odyssey","polybius","Iliad","Soph","polybius","Iliad","Odyssey","athen","Hdt","Aesch","Aesch","athen","athen","Odyssey","Iliad","Soph","Iliad","Odyssey","Soph","Iliad","athen","Iliad","Hdt","Soph","athen","Odyssey","Soph","polybius","Iliad","Aesch","Iliad","Iliad","Aesch","Iliad","athen","Aesch","Iliad","Iliad","Odyssey","Odyssey","Aesch","athen","Aesch","athen","athen","Odyssey","Iliad","polybius","Odyssey","Odyssey","Aesch","athen","Odyssey","Soph","Iliad","Iliad","Odyssey","Iliad","athen","Odyssey","Soph","Odyssey","Soph","Aesch","athen","Odyssey","Iliad"
"Aesch.PromV_12","Odyssey","Iliad","Iliad","Aesch","Iliad","Iliad","Odyssey","Iliad","Aesch","Odyssey","Iliad","Aesch","Aesch","Soph","Hdt","Soph","Odyssey","athen","Odyssey","Soph","Iliad","Iliad","Iliad","athen","Iliad","polybius","athen","Odyssey","athen","Iliad","Iliad","Iliad","Iliad","athen","Odyssey","Aesch","polybius","polybius","Odyssey","Iliad","athen","Iliad","athen","Iliad","Odyssey","Iliad","athen","Odyssey","Iliad","Odyssey","athen","Iliad","Iliad","Iliad","Iliad","Aesch","polybius","Iliad","Odyssey","Odyssey","Odyssey","Aesch","athen","Hdt","Iliad","Odyssey","Iliad","Odyssey","Odyssey","Odyssey","athen","Odyssey","Aesch","Odyssey","Odyssey","Iliad","Aesch","Iliad","Odyssey","athen","athen","Hdt","Iliad","Iliad","Odyssey","Odyssey","Iliad","Soph","Aesch","athen","Odyssey","athen","Iliad","Iliad","Iliad","athen","Iliad","Iliad","Soph","Soph"
"Iliad_340","Iliad","Iliad","Iliad","Aesch","Aesch","Aesch","athen","athen","Aesch","Iliad","athen","polybius","Hdt","athen","Odyssey","athen","Odyssey","Odyssey","Iliad","Iliad","athen","Odyssey","athen","Odyssey","Soph","Iliad","Hdt","Odyssey","Iliad","athen","Iliad","Odyssey","Soph","polybius","Iliad","Iliad","Soph","Hdt","Iliad","Iliad","Soph","Iliad","Odyssey","Soph","Odyssey","Aesch","athen","athen","Iliad","athen","Aesch","Iliad","Iliad","Iliad","Iliad","Odyssey","Soph","polybius","Iliad","Aesch","Odyssey","polybius","athen","Iliad","Hesiod","Odyssey","Odyssey","Odyssey","Iliad","Iliad","Aesch","polybius","Odyssey","Soph","athen","Odyssey","Odyssey","Aesch","Iliad","Odyssey","Odyssey","Odyssey","Odyssey","athen","Soph","Odyssey","polybius","athen","Odyssey","Iliad","Odyssey","Odyssey","Soph","Odyssey","polybius","Iliad","Iliad","Odyssey","polybius","Odyssey"
